status,gene-symbol,gene-name,ensembl-id,chromosome,genetic-category,gene-score,syndromic,eagle,number-of-reports
9,PABPC1,"poly(A) binding protein cytoplasmic 1",,8,"Rare Single Gene Mutation, Syndromic",3,1,,6
9,PACS1,"phosphofurin acidic cluster sorting protein 1",,11,"Rare Single Gene Mutation, Syndromic, Functional",1,1,1.35,21
9,PACS2,"phosphofurin acidic cluster sorting protein 2",,14,"Rare Single Gene Mutation, Syndromic, Functional",,1,,14
9,PAFAH1B2,"platelet activating factor acetylhydrolase 1b catalytic subunit 2",,11,"Rare Single Gene Mutation",2,0,,4
9,PAH,"Phenylalanine hydroxylase",,12,"Rare Single Gene Mutation, Syndromic",1,0,,13
9,PAK1,"p21 (RAC1) activated kinase 1",,11,"Rare Single Gene Mutation, Syndromic",,1,,8
9,PAK2,"p21 (RAC1) activated kinase 2",,3,"Rare Single Gene Mutation, Syndromic",2,0,,7
9,PAPOLG,"poly(A) polymerase gamma",,2,"Rare Single Gene Mutation",2,0,,7
9,PARD3B,"Par-3 partitioning defective 3 homolog B (C. elegans)",,2,"Rare Single Gene Mutation, Genetic Association",2,0,,11
9,PATJ,"PATJ, crumbs cell polarity complex component",,1,"Rare Single Gene Mutation, Genetic Association",2,0,,8
9,PAX5,"Paired box 5",,9,"Rare Single Gene Mutation",1,0,5.75,10
9,PAX6,"Paired box 6",,11,"Rare Single Gene Mutation, Syndromic, Functional",,1,,10
9,PBX1,"PBX homeobox 1",,1,"Rare Single Gene Mutation",2,0,,9
9,PC,"pyruvate carboxylase",,11,"Rare Single Gene Mutation",3,0,,9
9,PCCA,"propionyl-CoA carboxylase alpha subunit",,13,"Rare Single Gene Mutation, Syndromic",,1,,14
9,PCCB,"propionyl-CoA carboxylase beta subunit",,3,"Rare Single Gene Mutation, Syndromic",1,1,,12
9,PCDH10,"protocadherin 10",,4,"Rare Single Gene Mutation, Functional",2,0,,12
9,PCDH11X,"protocadherin 11 X-linked",,X,"Rare Single Gene Mutation, Genetic Association",2,0,1.1,5
9,PCDH15,"protocadherin related 15",,10,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",2,0,,15
9,PCDH19,"protocadherin 19",,X,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,1,,72
9,PCDH9,"protocadherin 9",,13,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,,13
9,PCDHA1,"Protocadherin alpha 1",,5,"Rare Single Gene Mutation, Syndromic, Genetic Association",2,0,,5
9,PCDHA10,"Protocadherin alpha 10",,5,"Rare Single Gene Mutation, Genetic Association",2,0,,6
9,PCDHA11,"Protocadherin alpha 11",,5,"Rare Single Gene Mutation, Genetic Association",2,0,,6
9,PCDHA12,"Protocadherin alpha 12",,5,"Rare Single Gene Mutation, Genetic Association",2,0,,5
9,PCDHA13,"Protocadherin alpha 13",,5,"Rare Single Gene Mutation, Genetic Association",2,0,,5
9,PCDHA2,"Protocadherin alpha 2",,5,"Rare Single Gene Mutation, Genetic Association",2,0,,6
9,PCDHA3,"Protocadherin alpha 3",,5,"Rare Single Gene Mutation, Genetic Association",2,0,,5
9,PCDHA4,"Protocadherin alpha 4",,5,"Rare Single Gene Mutation, Genetic Association",2,0,,6
9,PCDHA5,"Protocadherin alpha 5",,5,"Rare Single Gene Mutation, Genetic Association",2,0,,8
9,PCDHA6,"Protocadherin alpha 6",,5,"Rare Single Gene Mutation, Genetic Association",2,0,,4
9,PCDHA7,"Protocadherin alpha 7",,5,"Rare Single Gene Mutation, Genetic Association",2,0,,8
9,PCDHA8,"Protocadherin alpha 8",,5,"Rare Single Gene Mutation, Genetic Association",2,0,,5
9,PCDHA9,"Protocadherin alpha 9",,5,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,,5
9,PCDHAC1,"Protocadherin alpha subfamily C, 1",,5,"Rare Single Gene Mutation, Genetic Association",2,0,,5
9,PCDHAC2,"Protocadherin alpha subfamily C, 2",,5,"Rare Single Gene Mutation, Genetic Association",2,0,,4
9,PCLO,"piccolo presynaptic cytomatrix protein",,7,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",2,0,,13
9,PCM1,"pericentriolar material 1",,8,"Rare Single Gene Mutation",2,0,,6
9,PDCD1,"programmed cell death 1",,2,"Rare Single Gene Mutation",2,0,,4
9,PDE1C,"phosphodiesterase 1C",,7,"Rare Single Gene Mutation, Genetic Association",2,0,,3
9,PDE3B,"phosphodiesterase 3B",,11,"Rare Single Gene Mutation",3,0,,8
9,PDHA1,"pyruvate dehydrogenase E1 subunit alpha 1",,X,"Rare Single Gene Mutation, Genetic Association",3,0,,8
9,PDK2,"pyruvate dehydrogenase kinase 2",,17,"Rare Single Gene Mutation",2,0,,6
9,PDZD8,"PDZ domain containing 8",,10,"Rare Single Gene Mutation, Syndromic, Functional",,1,,7
9,PEBP4,"phosphatidylethanolamine binding protein 4",,8,"Rare Single Gene Mutation",3,0,,2
9,PER1,"period homolog 1 (Drosophila)",,17,"Rare Single Gene Mutation, Genetic Association",2,0,,10
9,PER2,"period circadian clock 2",,2,"Rare Single Gene Mutation",2,0,6.75,9
9,PEX7,"peroxisomal biogenesis factor 7",,6,"Rare Single Gene Mutation, Genetic Association",2,0,,5
9,PHF12,"PHD finger protein 12",,17,"Rare Single Gene Mutation",1,0,9.5,5
9,PHF14,"PHD finger protein 14",,7,"Rare Single Gene Mutation, Syndromic",3,0,,7
9,PHF2,"PHD finger protein 2",,9,"Rare Single Gene Mutation",1,0,4.25,8
9,PHF21A,"PHD finger protein 21A",,11,"Rare Single Gene Mutation, Syndromic, Functional",1,1,5.35,23
9,PHF3,"PHD finger protein 3",,6,"Rare Single Gene Mutation",1,0,9.75,6
9,PHF7,"PHD finger protein 7",,3,"Rare Single Gene Mutation",2,0,,4
9,PHF8,"PHD finger protein 8",,X,"Rare Single Gene Mutation, Syndromic",,1,,18
9,PHIP,"pleckstrin homology domain interacting protein",,6,"Rare Single Gene Mutation, Syndromic",1,1,,30
9,PHLPP1,"PH domain and leucine rich repeat protein phosphatase 1",,18,"Rare Single Gene Mutation",3,0,,7
9,PHRF1,"PHD and ring finger domains 1",,11,"Rare Single Gene Mutation",2,0,,5
9,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",,3,"Rare Single Gene Mutation, Syndromic",3,0,,12
9,PIK3CG,"phosphoinositide-3-kinase, catalytic, gamma polypeptide",,7,"Rare Single Gene Mutation, Genetic Association",2,0,,5
9,PIK3R2,"phosphoinositide-3-kinase regulatory subunit 2",,19,"Rare Single Gene Mutation, Syndromic",,1,,11
9,PITX1,"paired-like homeodomain 1",,5,"Rare Single Gene Mutation, Genetic Association",2,0,,7
9,PJA1,"praja ring finger ubiquitin ligase 1",,X,Syndromic,3,1,,1
9,PKD1,"polycystin 1, transient receptor potential channel interacting",,16,"Rare Single Gene Mutation",3,0,,10
9,PLAA,"phospholipase A2 activating protein",,9,"Rare Single Gene Mutation, Syndromic, Functional",3,0,,8
9,PLAUR,"Plasminogen activator, urokinase receptor",,19,"Rare Single Gene Mutation, Genetic Association",2,0,,3
9,PLCB1,"phospholipase C, beta 1 (phosphoinositide-specific)",,20,"Rare Single Gene Mutation",2,0,,9
9,PLCD4,"phospholipase C delta 4",,2,"Rare Single Gene Mutation",2,0,,5
9,PLEKHA8,"pleckstrin homology domain containing A8",,7,"Rare Single Gene Mutation",3,0,,2
9,PLN,phospholamban,,6,"Rare Single Gene Mutation",2,0,,5
9,PLPPR4,"phospholipid phosphatase related 4",,1,"Rare Single Gene Mutation, Functional",3,0,,7
9,PLXNA3,"plexin A3",,X,"Rare Single Gene Mutation, Syndromic",2,0,,12
9,PLXNA4,"Plexin A4",,7,"Rare Single Gene Mutation, Functional",2,0,,7
9,PLXNB1,"plexin B1",,3,"Rare Single Gene Mutation",2,0,,5
9,PNPLA7,"patatin like phospholipase domain containing 7",,9,"Rare Single Gene Mutation",2,0,,7
9,POGZ,"Pogo transposable element with ZNF domain",,1,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,1,35.4,74
9,PHB1,"prohibitin 1",,17,"Genetic Association",2,0,,1
9,POLA2,"DNA polymerase alpha 2, accessory subunit",,11,"Rare Single Gene Mutation",2,0,,7
9,POLR2A,"RNA polymerase II subunit A",,17,"Rare Single Gene Mutation, Syndromic",3,1,,13
9,POLR3A,"RNA polymerase III subunit A",,10,"Rare Single Gene Mutation, Syndromic",3,1,,14
9,POMGNT1,"protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)",,1,"Rare Single Gene Mutation, Syndromic",1,1,1,10
9,POMT1,"protein O-mannosyltransferase 1",,9,"Rare Single Gene Mutation",2,0,,5
9,PON1,"paraoxonase 1",,7,"Genetic Association",2,0,,5
9,POT1,"Protection of telomeres 1 homolog (S. pombe)",,7,"Rare Single Gene Mutation",2,0,,3
9,POU3F3,"POU class 3 homeobox 3",,2,"Rare Single Gene Mutation, Syndromic",,1,,5
9,PPFIA1,"PTPRF interacting protein alpha 1",,11,"Rare Single Gene Mutation",2,0,,6
9,PPFIA3,"PTPRF interacting protein alpha 3",,19,"Rare Single Gene Mutation, Syndromic, Functional",3,1,,8
9,PPM1D,"protein phosphatase, Mg2+/Mn2+ dependent 1D",,17,"Rare Single Gene Mutation, Syndromic",2,1,,12
9,PPP1R1B,"Protein phosphatase 1, regulatory (inhibitor) subunit 1B",,17,"Rare Single Gene Mutation, Genetic Association",2,0,,2
9,PPP1R9B,"protein phosphatase 1 regulatory subunit 9B",,17,"Rare Single Gene Mutation",1,0,1.5,6
9,PPP2CA,"protein phosphatase 2 catalytic subunit alpha",,5,"Rare Single Gene Mutation, Syndromic",,1,,5
9,PPP2R1B,"protein phosphatase 2 regulatory subunit A, beta",,11,"Rare Single Gene Mutation",2,0,,9
9,PPP2R5C,"protein phosphatase 2 regulatory subunit B'gamma",,14,"Rare Single Gene Mutation, Syndromic, Genetic Association",3,1,,5
9,PPP2R5D,"Protein phosphatase 2, regulatory subunit B', delta",,6,"Rare Single Gene Mutation, Syndromic, Functional",1,1,8.5,42
9,PPP3CA,"protein phosphatase 3 catalytic subunit alpha",,4,"Rare Single Gene Mutation, Syndromic",3,1,,14
9,PPP5C,"protein phosphatase 5 catalytic subunit",,19,"Rare Single Gene Mutation",1,0,1,3
9,PREX1,"Phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1",,20,"Rare Single Gene Mutation, Genetic Association",2,0,,7
9,PRICKLE1,"Prickle homolog 1 (Drosophila)",,12,"Rare Single Gene Mutation, Syndromic, Functional",2,0,,7
9,PRICKLE2,"prickle planar cell polarity protein 2",,3,"Rare Single Gene Mutation, Functional",2,0,,9
9,PRKAR1B,"protein kinase cAMP-dependent type I regulatory subunit beta",,7,"Rare Single Gene Mutation, Syndromic",2,0,,9
9,PRKCA,"protein kinase C alpha",,17,"Rare Single Gene Mutation, Functional",2,0,,7
9,PRKCB,"protein kinase C beta",,16,"Rare Single Gene Mutation, Genetic Association",2,0,,8
9,PRKD1,"Protein kinase D1",,14,"Rare Single Gene Mutation, Syndromic",,1,,7
9,PRKD2,"protein kinase D2",,19,"Rare Single Gene Mutation",2,0,,4
9,PRKDC,"protein kinase, DNA-activated, catalytic polypeptide",,8,"Rare Single Gene Mutation, Syndromic, Functional",2,0,,9
9,PRKN,"parkin RBR E3 ubiquitin protein ligase",,6,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,,20
9,PRODH,"Proline dehydrogenase (oxidase) 1",,22,"Rare Single Gene Mutation, Syndromic, Genetic Association",2,1,,10
9,PRPF19,"pre-mRNA processing factor 19",,11,"Rare Single Gene Mutation",3,0,,3
9,PRPF39,"pre-mRNA processing factor 39",,14,"Rare Single Gene Mutation",2,0,,3
9,PRPF8,"pre-mRNA processing factor 8",,17,"Rare Single Gene Mutation, Syndromic",3,1,,12
9,PRR12,"proline rich 12",,19,"Rare Single Gene Mutation, Syndromic, Functional",1,1,,11
9,PRR14L,"proline rich 14 like",,22,"Rare Single Gene Mutation",1,0,,6
9,PRMT9,"protein arginine methyltransferase 9",,4,"Rare Single Gene Mutation, Syndromic",1,0,,4
9,PRR25,"proline rich 25",,16,"Rare Single Gene Mutation",3,0,,2
9,PRUNE2,"prune homolog 2",,9,"Rare Single Gene Mutation, Syndromic",2,0,,12
9,PSD3,"pleckstrin and Sec7 domain containing 3",,8,"Rare Single Gene Mutation, Genetic Association",2,0,,8
9,PSMC5,"proteasome 26S subunit, ATPase 5",,17,"Rare Single Gene Mutation, Syndromic",3,0,,4
9,PSMD11,"proteasome 26S subunit, non-ATPase 11",,17,"Rare Single Gene Mutation, Syndromic",1,0,,3
9,PSMD12,"proteasome 26S subunit, non-ATPase 12",,17,"Rare Single Gene Mutation, Syndromic",1,1,6,7
9,PSMD6,"proteasome 26S subunit, non-ATPase 6",,3,"Rare Single Gene Mutation",1,0,,3
9,PTBP2,"polypyrimidine tract binding protein 2",,1,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,,9
9,PTCHD1,"patched domain containing 1",,X,"Rare Single Gene Mutation, Genetic Association, Functional",1,0,0.8,24
9,PTCHD1-AS,"PTCHD1antisense RNA (head to head)",,X,"Rare Single Gene Mutation, Genetic Association",2,0,13.1,4
9,PTDSS1,"phosphatidylserine synthase 1",,8,"Rare Single Gene Mutation, Syndromic",3,0,,6
9,PTEN,"phosphatase and tensin homolog (mutated in multiple advanced cancers 1)",,10,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,1,63.15,126
9,PTGS2,"prostaglandin-endoperoxide synthase 2",,1,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,,8
9,PTK7,"Protein tyrosine kinase 7 (inactive)",,6,"Rare Single Gene Mutation",1,0,,9
9,PTPN11,"protein tyrosine phosphatase, non-receptor type 11",,12,"Rare Single Gene Mutation, Syndromic, Functional",1,1,,33
9,PTPN4,"protein tyrosine phosphatase non-receptor type 4",,2,"Rare Single Gene Mutation, Syndromic",,1,,5
9,PTPRB,"protein tyrosine phosphatase, receptor type B",,12,"Rare Single Gene Mutation, Genetic Association",2,0,,7
9,PTPRC,"protein tyrosine phosphatase, receptor type, C",,1,"Rare Single Gene Mutation, Genetic Association",2,0,,11
9,PTPRD,"protein tyrosine phosphatase receptor type D",,9,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,,14
9,PTPRS,"protein tyrosine phosphatase receptor type S",,19,"Rare Single Gene Mutation, Functional",3,0,,10
9,PTPRT,"protein tyrosine phosphatase, receptor type, T",,20,"Rare Single Gene Mutation, Functional",2,0,,12
9,PUF60,"poly(U) binding splicing factor 60",,8,"Rare Single Gene Mutation, Syndromic",3,1,,5
9,PXDN,peroxidasin,,2,"Rare Single Gene Mutation, Syndromic",2,0,,10
9,PYHIN1,"Pyrin and HIN domain family, member 1",,1,"Rare Single Gene Mutation",2,0,,4
9,QRICH1,"glutamine rich 1",,3,"Rare Single Gene Mutation, Syndromic",2,0,,15
9,RAB11FIP4,"RAB11 family interacting protein 4",,17,"Rare Single Gene Mutation, Genetic Association",3,0,,3
9,RAB11FIP5,"RAB11 family interacting protein 5",,2,"Rare Single Gene Mutation, Functional",2,0,,6
9,RAB2A,"RAB2A, member RAS oncogene family",,8,"Rare Single Gene Mutation",2,0,,8
9,RAB39B,"RAB39B, member RAS oncogene family",,X,"Rare Single Gene Mutation, Syndromic, Functional",2,0,,19
9,RAB43,"RAB43, member RAS oncogene family",,3,"Rare Single Gene Mutation",2,0,,2
9,RAC1,"Rac family small GTPase 1",,7,"Rare Single Gene Mutation, Syndromic, Functional",,1,,11
9,RAD21,"RAD21cohesin complex component",,8,"Rare Single Gene Mutation, Syndromic",,1,,8
9,RAD21L1,"RAD21 cohesin complex component like 1",,20,"Rare Single Gene Mutation",2,0,,4
9,RAI1,"retinoic acid induced 1",,17,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,1,12.25,42
9,RALA,"RAS like proto-oncogene A",,7,"Rare Single Gene Mutation, Syndromic",,1,,7
9,RALGAPB,"Ral GTPase activating protein non-catalytic beta subunit",,20,"Rare Single Gene Mutation",1,0,,6
9,RANBP17,"RAN binding protein 17",,5,"Rare Single Gene Mutation",2,0,,12
9,RAP1A,"RAP1A, member of RAS oncogene family",,1,"Rare Single Gene Mutation, Functional",3,0,,4
9,RAPGEF4,"Rap guanine nucleotide exchange factor (GEF) 4",,2,"Rare Single Gene Mutation",2,0,,18
9,RASSF5,"Ras association domain family member 5",,1,"Rare Single Gene Mutation, Genetic Association",2,0,,4
9,RBBP5,"RB binding protein 5, histone lysine methyltransferase complex subunit",,1,"Rare Single Gene Mutation, Functional",2,0,,5
9,RBFOX1,"RNA binding protein, fox-1 homolog (C. elegans) 1",,16,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,,46
9,RBM27,"RNA binding motif protein 27",,5,"Rare Single Gene Mutation",2,0,,5
9,REEP3,"receptor accessory protein 3",,10,"Rare Single Gene Mutation",2,0,,3
9,RELN,Reelin,,7,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,0,7.2,67
9,PTCH1,"patched 1",,9,"Rare Single Gene Mutation, Syndromic, Functional",3,0,,15
9,RERE,"Arginine-glutamic acid dipeptide (RE) repeats",,1,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,1,6.5,22
9,RFX3,"regulatory factor X3",,9,"Rare Single Gene Mutation, Syndromic, Functional",1,0,15.95,13
9,RFX4,"regulatory factor X4",,12,"Rare Single Gene Mutation, Syndromic, Functional",3,1,,3
9,RFX7,"regulatory factor X7",,15,"Rare Single Gene Mutation, Syndromic",3,1,,4
9,RGS7,"regulator of G-protein signaling 7",,1,"Rare Single Gene Mutation",2,0,,6
9,RHEB,"Ras homolog, mTORC1 binding",,7,"Rare Single Gene Mutation, Syndromic, Functional",,1,,3
9,RHOXF1,"Rhox homeobox family, member 1",,X,"Genetic Association",2,0,,3
9,RICTOR,"RPTOR independent companion of MTOR complex 2",,5,"Rare Single Gene Mutation",3,0,,4
9,RIMS1,"Regulating synaptic membrane exocytosis 1",,6,"Rare Single Gene Mutation, Genetic Association, Functional",1,0,11.35,14
9,RIMS2,"regulating synaptic membrane exocytosis 2",,8,"Rare Single Gene Mutation, Syndromic, Genetic Association",3,1,,8
9,RIMS3,"regulating synaptic membrane exocytosis 3",,1,"Rare Single Gene Mutation",2,0,,4
9,RIT2,"Ras-like without CAAX 2",,18,"Genetic Association",2,0,,3
9,RLIM,"Ring finger protein, LIM domain interacting",,X,"Rare Single Gene Mutation, Syndromic",,1,,7
9,RNF135,"Ring finger protein 135",,17,"Rare Single Gene Mutation, Syndromic, Genetic Association",2,1,,5
9,RNF25,"ring finger protein 25",,2,"Rare Single Gene Mutation",2,0,,4
9,RNF38,"ring finger protein 38",,9,"Rare Single Gene Mutation",2,0,,2
9,RNU2-2,"RNA, U2 small nuclear 2",,11,Syndromic,1,1,,3
9,RNU4-2,"RNA, U4 small nuclear 2",,12,Syndromic,1,1,,18
9,RNU5B-1,"RNA, U5B small nuclear 1",,15,Syndromic,1,1,,2
9,ROBO2,"roundabout guidance receptor 2",,3,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,,11
9,RORA,"RAR-related orphan receptor A",,15,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",,1,,26
9,RORB,"RAR related orphan receptor B",,9,"Rare Single Gene Mutation, Syndromic, Functional",1,1,8.25,16
9,RPH3A,"rabphilin 3A",,12,"Rare Single Gene Mutation, Functional",3,0,,8
9,RPL10,"ribosomal protein L10",,X,"Rare Single Gene Mutation, Syndromic",2,0,,14
9,RPS6KA2,"ribosomal protein S6 kinase, 90kDa, polypeptide 2",,6,"Rare Single Gene Mutation",2,0,,5
9,RPS6KA3,"Ribosomal protein S6 kinase, 90kDa, polypeptide 3",,X,"Rare Single Gene Mutation, Syndromic",2,1,,21
9,RSRC1,"arginine and serine rich coiled-coil 1",,3,"Syndromic, Genetic Association",,1,,7
9,RUNX1T1,"RUNX1 partner transcriptional co-repressor 1",,8,"Rare Single Gene Mutation, Syndromic",1,0,,4
9,SACS,"sacsin molecular chaperone",,13,"Rare Single Gene Mutation",2,0,,11
9,SAE1,"SUMO1 activating enzyme subunit 1",,19,"Rare Single Gene Mutation",2,0,,4
9,RP11-1407O15.2,,,17,"Rare Single Gene Mutation",2,0,,1
9,RPS10P2-AS1,"ribosomal protein S10 pseudogene 2 anti-sense 1",,20,"Genetic Association, Functional",2,0,,4
9,SAMD11,"sterile alpha motif domain containing 11",,1,"Rare Single Gene Mutation",2,0,,4
9,SASH1,"SAM and SH3 domain containing 1",,6,"Rare Single Gene Mutation",2,0,,4
9,SATB1,"SATB homeobox 1",,3,"Rare Single Gene Mutation, Syndromic, Functional",1,1,2.5,6
9,SATB2,"SATB homeobox 2",,2,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,1,24.95,55
9,SBF1,"SET binding factor 1",,22,"Rare Single Gene Mutation",2,0,,12
9,SCAF1,"SR-related CTD associated factor 1",,19,"Rare Single Gene Mutation",2,0,,4
9,SCAF4,"SR-related CTD associated factor 4",,21,"Rare Single Gene Mutation, Syndromic",2,1,,8
9,SCFD2,"sec1 family domain containing 2",,4,"Rare Single Gene Mutation",2,0,,5
9,SCGN,"secretagogin, EF-hand calcium binding protein",,6,"Rare Single Gene Mutation, Functional",3,0,,4
9,SCN1A,"sodium channel, voltage-gated, type I, alpha subunit",,2,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,1,,114
9,SCN2A,"sodium channel, voltage-gated, type II, alpha subunit",,2,"Rare Single Gene Mutation, Syndromic, Functional",1,0,109.3,158
9,SCN3A,"sodium voltage-gated channel alpha subunit 3",,2,"Rare Single Gene Mutation",3,0,,15
9,SCN4A,"Sodium channel, voltage gated, type IV alpha subunit",,17,"Rare Single Gene Mutation",2,0,,9
9,SCN8A,"sodium channel, voltage gated, type VIII, alpha subunit",,12,"Rare Single Gene Mutation, Syndromic, Functional",1,0,,69
9,SCN9A,"sodium voltage-gated channel alpha subunit 9",,2,"Rare Single Gene Mutation",2,0,,15
9,SCP2,"sterol carrier protein 2",,1,"Rare Single Gene Mutation",2,0,,3
9,SDC2,"syndecan 2 (heparan sulfate proteoglycan 1, cell surface-associated, fibroglycan )",,8,"Rare Single Gene Mutation, Genetic Association",2,0,,4
9,SEMA5A,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A",,5,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,,22
9,SENP1,"SUMO specific peptidase 1",,12,"Rare Single Gene Mutation",3,0,,3
9,SENP6,"SUMO specific peptidase 6",,6,"Rare Single Gene Mutation",3,0,,4
9,SERPINE1,"serpin family E member 1",,7,"Rare Single Gene Mutation, Genetic Association",2,0,,4
9,SET,"SETnuclear proto-oncogene",,9,"Rare Single Gene Mutation, Syndromic",2,0,4,8
9,SETBP1,"SET binding protein 1",,18,"Rare Single Gene Mutation, Syndromic, Functional",1,0,,41
9,SETD1A,"SET domain containing 1A, histone lysine methyltransferase",,16,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,1,4.35,18
9,SETD1B,"SET domain containing 1B",,12,"Rare Single Gene Mutation, Syndromic, Functional",2,1,,28
9,SETD2,"SET domain containing 2",,3,"Rare Single Gene Mutation, Syndromic",1,0,,31
9,SETD5,"SET domain containing 5",,3,"Rare Single Gene Mutation, Syndromic, Functional",1,1,28.05,52
9,SETDB1,"SET domain, bifurcated 1",,1,"Rare Single Gene Mutation",2,0,,5
9,SETDB2,"SET domain, bifurcated 2",,13,"Rare Single Gene Mutation, Syndromic",2,0,,4
9,SEZ6L2,"SEZ6L2 seizure related 6 homolog (mouse)-like 2",,16,"Rare Single Gene Mutation, Genetic Association",2,0,,8
9,SF3B1,"splicing factor 3b subunit 1",,2,"Rare Single Gene Mutation",2,0,,6
9,SGSH,"N-sulfoglucosamine sulfohydrolase",,17,"Rare Single Gene Mutation, Syndromic",,1,,11
9,SGSM3,"Small G protein signaling modulator 3",,22,"Rare Single Gene Mutation, Syndromic",2,0,,9
9,SH3RF1,"SH3 domain containing ring finger 1",,4,"Rare Single Gene Mutation, Functional",3,0,,6
9,SH3RF3,"SH3 domain containing ring finger 3",,2,"Rare Single Gene Mutation, Functional",2,0,,5
9,SHANK1,"SH3 and multiple ankyrin repeat domains 1",,19,"Rare Single Gene Mutation, Genetic Association",2,0,14.65,20
9,SHANK2,"SH3 and multiple ankyrin repeat domains 2",,11,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,0,18.55,63
9,SHANK3,"SH3 and multiple ankyrin repeat domains 3",,22,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,1,74.85,189
9,SF1,"splicing factor 1",,11,"Rare Single Gene Mutation, Syndromic",1,0,,2
9,SHOX,"short stature homeobox",,"X,Y","Rare Single Gene Mutation",2,0,,3
9,SIK1,"Salt-inducible kinase 1",,21,"Rare Single Gene Mutation, Syndromic, Functional",,1,,8
9,SIN3A,"SIN3 transcription regulator family member A",,15,"Rare Single Gene Mutation, Syndromic, Functional",1,1,,18
9,SIN3B,"SIN3 transcription regulator family member B",,19,"Rare Single Gene Mutation, Syndromic, Functional",2,1,,8
9,SKI,SKIproto-oncogene,,1,"Rare Single Gene Mutation, Syndromic",1,0,4.25,9
9,SLC12A5,"Solute carrier family 12 (potassium/chloride transporter), member 5",,20,"Rare Single Gene Mutation, Functional",2,0,,10
9,SLC1A1,"solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1",,9,"Rare Single Gene Mutation, Genetic Association",2,0,,16
9,SLC1A2,"Solute carrier family 1 (glial high affinity glutamate transporter), member 2",,11,"Rare Single Gene Mutation, Genetic Association, Functional",3,0,,11
9,SLC22A9,"solute carrier family 22 member 9",,11,"Rare Single Gene Mutation",2,0,,7
9,SLC23A1,"solute carrier family 23 member 1",,5,"Rare Single Gene Mutation",3,0,,7
9,SLC24A2,"solute carrier family 24 member 2",,9,"Rare Single Gene Mutation",2,0,,4
9,SLC25A12,"solute carrier family 25 (mitochondrial carrier, Aralar), member 12",,2,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",2,0,,26
9,SLC25A39,"solute carrier family 25 member 39",,17,"Rare Single Gene Mutation",2,0,,3
9,SLC27A4,"Solute carrier family 27 (fatty acid transporter), member 4",,9,"Rare Single Gene Mutation, Syndromic",2,0,,3
9,SLC29A4,"solute carrier family 29 member 4",,7,"Rare Single Gene Mutation",2,0,,2
9,SLC35G1,"solute carrier family 35 member G1",,10,"Rare Single Gene Mutation",2,0,,4
9,SLC38A10,"solute carrier family 38, member 10",,17,"Rare Single Gene Mutation",2,0,,3
9,SLC45A1,"solute carrier family 45 member 1",,1,"Rare Single Gene Mutation, Syndromic",,1,,7
9,SLC4A10,"solute carrier family 4, sodium bicarbonate transporter-like, member 10",,2,"Rare Single Gene Mutation, Syndromic, Genetic Association",2,0,,10
9,SLC6A1,"Solute carrier family 6 (neurotransmitter transporter), member 1",,3,"Rare Single Gene Mutation, Syndromic, Genetic Association",1,1,31.15,67
9,SLC6A3,"Solute carrier family 6 (neurotransmitter transporter), member 3",,5,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",2,0,,18
9,SLC6A4,"solute carrier family 6 (neurotransmitter transporter, serotonin), member 4",,17,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,,31
9,SLC6A8,"solute carrier family 6 (neurotransmitter transporter, creatine), member 8",,X,"Rare Single Gene Mutation, Syndromic, Functional",2,0,,26
9,SLC7A3,"Solute carrier family 7 (cationic amino acid transporter, y+ system), member 3",,X,"Rare Single Gene Mutation",2,0,,3
